Timestamps, W/m2 Solar Radiation, mm Precipitation, Lightning Activity, km Lightning Distance, degrees Wind Direction, m/s Wind Speed, m/s Gust Speed, degree_C Air Temperature, kPa Vapor Pressure, kPa Atmospheric Pressure, degrees X-axis Level, degrees Y-axis Level, mm/h Max Precip Rate, degree_C RH Sensor Temp, kPa VPD, m3/m3 Water Content, degree_C Soil Temperature, mS/cm Saturation Extract EC, m3/m3 Water Content, degree_C Soil Temperature, mS/cm Saturation Extract EC, kPa Matric Potential, degree_C Soil Temperature, degree_C 5 cm Soil Temperature 1, degree_C 10 cm Soil Temperature 2, degree_C 20 cm Soil Temperature 3, degree_C 30 cm Soil Temperature 4, degree_C 50 cm Soil Temperature 5, degree_C 100 cm Soil Temperature 6,% Battery Percent, mV Battery Voltage, kPa Reference Pressure, degree_C Logger Temperature
04/26/2025 08:20:00 PM,10.6,0,0,0,69,1.63,2.66,5.9,0.378,93.71,-1.7,1.3,0,5.8,0.55,0.312,8.1,1.01,0.361,9.3,1.073,-7766,7.8,4.8,4.68,4.41,8.23,8.51,4.27,100,8320,93.69,5.6
04/26/2025 08:25:00 PM,7.4,0,0,0,93,1.09,2.26,5.3,0.38,93.72,-1.6,1.5,0,5.6,0.51,0.312,8,1.01,0.361,9.3,1.071,-7701.9,7.7,4.21,3.93,3.66,8.07,8.52,4.26,100,8319,93.7,5.3
04/26/2025 08:30:00 PM,4.8,0,0,0,95,1.05,1.77,4.9,0.38,93.73,-1.6,1.5,0,5.2,0.48,0.312,7.9,1.013,0.361,9.3,1.081,-7488.5,7.5,3.29,2.9,2.56,7.85,8.52,4.27,100,8317,93.71,4.8
04/26/2025 08:35:00 PM,3.2,0,0,0,102,1.05,1.63,4.4,0.38,93.74,-1.6,1.5,0,4.9,0.46,0.312,7.7,1.018,0.361,9.2,1.081,-7269.3,7.4,2.64,2.3,2.14,7.64,8.52,4.27,100,8313,93.71,4.4
04/26/2025 08:40:00 PM,2.2,0,0,0,103,0.92,1.26,4.2,0.38,93.74,-1.6,1.5,0,4.6,0.44,0.312,7.6,1.019,0.361,9.2,1.078,-7421.6,7.3,2.31,2.07,1.99,7.45,8.52,4.28,100,8313,93.72,4
04/26/2025 08:45:00 PM,1,0,0,0,84,0.96,1.46,4.6,0.38,93.74,-1.6,1.6,0,4.3,0.47,0.312,7.6,1.016,0.361,9.1,1.082,-7209.3,7.3,2.23,2.13,2.05,7.35,8.53,4.27,100,8311,93.72,3.8
04/26/2025 08:50:00 PM,0.4,0,0,0,75,1,1.63,4.7,0.38,93.74,-1.6,1.5,0,4.2,0.48,0.312,7.5,1.012,0.361,9.1,1.081,-7008,7.2,2.33,2.24,2.13,7.26,8.54,4.28,100,8311,93.72,3.7
04/26/2025 08:55:00 PM,0,0,0,0,54,1.1,1.49,4.7,0.38,93.74,-1.6,1.5,0,4.2,0.48,0.312,7.4,1.014,0.361,9,1.079,-6760.8,7.1,2.45,2.32,2.14,7.17,8.54,4.27,100,8310,93.72,3.5
04/26/2025 09:00:00 PM,0,0,0,0,44,1.39,1.86,4.1,0.382,93.74,-1.7,1.5,0,4.1,0.44,0.312,7.4,1.012,0.361,9,1.079,-6559.9,7,2.42,2.21,2.02,7.08,8.54,4.26,100,8310,93.72,3.4
04/26/2025 09:05:00 PM,0,0,0,0,47,1.3,1.96,4.3,0.38,93.75,-1.7,1.4,0,3.9,0.45,0.312,7.3,1.019,0.361,8.9,1.079,-6423.9,6.9,2.19,1.97,1.81,6.98,8.53,4.27,100,8308,93.72,3.1
04/26/2025 09:10:00 PM,0,0,0,0,49,1.25,1.65,4.2,0.38,93.75,-1.7,1.5,0,3.8,0.44,0.312,7.2,1.022,0.361,8.9,1.079,-6327,6.8,1.97,1.74,1.58,6.86,8.54,4.27,100,8307,93.73,2.9
04/26/2025 09:15:00 PM,0,0,0,0,41,1.32,1.5,4,0.38,93.76,-1.6,1.5,0,3.7,0.43,0.312,7.1,1.018,0.361,8.9,1.077,-6013.1,6.7,1.68,1.49,1.35,6.76,8.54,4.28,100,8304,93.74,2.7
04/26/2025 09:20:00 PM,0,0,0,0,80,0.98,1.4,4.1,0.38,93.77,-1.6,1.5,0,3.6,0.44,0.312,7,1.023,0.361,8.8,1.077,-6146,6.6,1.56,1.38,1.28,6.65,8.55,4.27,100,8302,93.74,2.5
04/26/2025 09:25:00 PM,0,0,0,0,133,0.91,1.48,3.5,0.38,93.77,-1.7,1.5,0,3.6,0.4,0.312,7,1.025,0.361,8.8,1.077,-5841.1,6.6,1.56,1.42,1.39,6.59,8.54,4.28,100,8303,93.74,2.4
04/26/2025 09:30:00 PM,0,0,0,0,104,0.3,0.7,3.7,0.38,93.77,-1.7,1.5,0,3.5,0.41,0.312,6.9,1.021,0.361,8.7,1.08,-5601.4,6.6,1.74,1.58,1.59,6.54,8.55,4.29,100,8302,93.74,2.4
04/26/2025 09:35:00 PM,0,0,0,0,42,0.94,1.4,3.5,0.38,93.77,-1.6,1.4,0,3.4,0.4,0.312,6.9,1.023,0.361,8.7,1.077,-5500.4,6.6,1.82,1.67,1.76,6.56,8.55,4.29,100,8301,93.75,2.4
04/26/2025 09:40:00 PM,0,0,0,0,56,1.37,2.69,3,0.392,93.77,-1.7,1.5,0,3.3,0.36,0.312,6.9,1.018,0.361,8.7,1.077,-5285.6,6.6,1.83,1.74,1.89,6.53,8.55,4.28,100,8299,93.75,2.3
04/26/2025 09:45:00 PM,0,0,0,0,48,0.71,1.16,3.5,0.4,93.77,-1.7,1.4,0,3.1,0.38,0.312,6.9,1.018,0.361,8.6,1.077,-5134.5,6.6,2.1,2,2.17,6.58,8.55,4.28,100,8300,93.75,2.3
04/26/2025 09:50:00 PM,0,0,0,0,31,0.98,1.26,3.5,0.406,93.78,-1.7,1.5,0,3.2,0.38,0.312,6.9,1.018,0.361,8.6,1.075,-4935.1,6.6,2.49,2.33,2.5,6.61,8.55,4.28,100,8299,93.76,2.4
04/26/2025 09:55:00 PM,0,0,0,0,27,0.98,1.17,3.1,0.416,93.78,-1.7,1.5,0,3.2,0.35,0.312,7,1.018,0.362,8.6,1.077,-4810.6,6.6,2.6,2.45,2.62,6.63,8.57,4.28,100,8300,93.76,2.5
04/26/2025 10:00:00 PM,0,0,0,0,38,1.34,1.68,3.1,0.424,93.79,-1.6,1.5,0,3.2,0.34,0.312,7,1.018,0.362,8.5,1.075,-4604.6,6.6,2.65,2.6,2.71,6.66,8.56,4.27,100,8299,93.77,2.5
04/26/2025 10:05:00 PM,0,0,0,0,35,1.34,1.58,3,0.426,93.8,-1.7,1.5,0,3.1,0.33,0.312,7,1.015,0.362,8.5,1.075,-4631.2,6.6,2.7,2.63,2.77,6.66,8.54,4.28,100,8296,93.78,2.6
04/26/2025 10:10:00 PM,0,0,0,0,43,1.08,1.27,3.4,0.424,93.8,-1.8,1.5,0,3.1,0.36,0.312,7,1.011,0.362,8.5,1.075,-4489.5,6.5,2.8,2.76,2.88,6.65,8.55,4.29,100,8296,93.78,2.6
04/26/2025 10:15:00 PM,0,0,0,0,42,1.28,1.72,3.5,0.424,93.8,-1.6,1.5,0,3.1,0.36,0.312,7,1.011,0.362,8.4,1.075,-4394.4,6.5,2.97,2.91,3.01,6.66,8.54,4.3,100,8295,93.78,2.7
04/26/2025 10:20:00 PM,0,0,0,0,53,1.19,1.48,3.8,0.42,93.8,-1.7,1.6,0,3.2,0.38,0.312,7,1.008,0.362,8.4,1.073,-4272.6,6.5,3.12,3.09,3.17,6.66,8.54,4.29,100,8293,93.78,2.8
04/26/2025 10:25:00 PM,0,0,0,0,54,1.15,1.5,3.9,0.426,93.8,-1.7,1.5,0,3.3,0.38,0.312,7,1.011,0.362,8.4,1.075,-4075.6,6.5,3.27,3.21,3.3,6.67,8.55,4.3,100,8293,93.78,2.9
04/26/2025 10:30:00 PM,0,0,0,0,60,1.28,1.7,4.1,0.43,93.8,-1.6,1.4,0,3.5,0.39,0.312,6.9,1.009,0.362,8.3,1.075,-3995.7,6.5,3.32,3.31,3.36,6.65,8.54,4.29,100,8292,93.79,3
04/26/2025 10:35:00 PM,0,0,0,0,55,1.42,1.82,4.2,0.43,93.81,-1.7,1.6,0,3.6,0.39,0.313,6.9,1.001,0.362,8.3,1.07,-3839.7,6.4,3.4,3.36,3.36,6.63,8.53,4.3,100,8290,93.79,3
04/26/2025 10:40:00 PM,0,0,0,0,50,1.09,1.54,4.1,0.43,93.81,-1.6,1.5,0,3.7,0.39,0.313,6.9,1.011,0.362,8.3,1.07,-3741.1,6.4,3.35,3.25,3.23,6.6,8.53,4.3,100,8293,93.79,3.1
04/26/2025 10:45:00 PM,0,0,0,0,57,1.1,1.66,4.2,0.42,93.81,-1.6,1.5,0,3.7,0.4,0.312,6.9,1.006,0.362,8.2,1.073,-3627.4,6.4,3.25,3.17,3.1,6.52,8.53,4.3,100,8292,93.79,3.1
04/26/2025 10:50:00 PM,0,0,0,0,39,1.04,1.45,3.8,0.42,93.82,-1.6,1.5,0,3.7,0.38,0.313,6.8,1.006,0.362,8.2,1.076,-3629.9,6.3,3.1,2.96,2.92,6.47,8.52,4.3,100,8294,93.8,3
04/26/2025 10:55:00 PM,0,0,0,0,45,1.1,1.57,3.6,0.42,93.82,-1.7,1.5,0,3.6,0.37,0.312,6.8,1.011,0.362,8.2,1.075,-3514.8,6.3,2.91,2.79,2.77,6.41,8.52,4.3,100,8292,93.8,3
04/26/2025 11:00:00 PM,0,0,0,0,50,1.09,1.54,3.6,0.42,93.82,-1.6,1.5,0,3.5,0.37,0.313,6.7,1.014,0.362,8.2,1.071,-3311.3,6.2,2.72,2.6,2.6,6.36,8.52,4.29,100,8289,93.81,2.8
04/26/2025 11:05:00 PM,0,0,0,0,49,0.97,1.3,3.5,0.424,93.83,-1.6,1.5,0,3.4,0.36,0.312,6.7,1.012,0.362,8.1,1.078,-3345.8,6.1,2.56,2.43,2.43,6.3,8.51,4.29,100,8289,93.81,2.8
04/26/2025 11:10:00 PM,0,0,0,0,62,0.97,1.3,3.6,0.422,93.83,-1.6,1.5,0,3.3,0.37,0.313,6.6,1.014,0.362,8.1,1.076,-3265.1,6.1,2.37,2.26,2.19,6.24,8.51,4.3,100,8291,93.81,2.6
04/26/2025 11:15:00 PM,0,0,0,0,46,1.15,1.54,3.6,0.42,93.83,-1.7,1.5,0,3.3,0.37,0.313,6.6,1.014,0.362,8.1,1.076,-3122.5,6,2.19,2.06,1.9,6.16,8.51,4.31,100,8289,93.82,2.5
04/26/2025 11:20:00 PM,0,0,0,0,42,1.13,1.55,3.1,0.42,93.84,-1.7,1.4,0,3.2,0.34,0.313,6.5,1.015,0.362,8,1.076,-3093.8,5.9,1.92,1.79,1.67,6.04,8.5,4.3,100,8288,93.82,2.4
04/26/2025 11:25:00 PM,0,0,0,0,51,1.22,1.46,3.2,0.422,93.84,-1.6,1.6,0,3,0.34,0.313,6.5,1.017,0.362,8,1.071,-3076.8,5.9,1.71,1.62,1.5,5.92,8.49,4.3,100,8286,93.82,2.2
04/26/2025 11:30:00 PM,0,0,0,0,53,1.15,1.53,3.2,0.426,93.83,-1.7,1.5,0,2.9,0.34,0.313,6.4,1.015,0.362,8,1.071,-2974.4,5.8,1.59,1.49,1.31,5.82,8.5,4.31,100,8286,93.82,2.1
04/26/2025 11:35:00 PM,0,0,0,0,58,1.43,2.24,3.3,0.426,93.83,-1.8,1.4,0,2.9,0.35,0.313,6.3,1.018,0.362,8,1.071,-2855.6,5.7,1.64,1.64,1.45,5.74,8.47,4.31,100,8287,93.82,2
04/26/2025 11:40:00 PM,0,0,0,0,68,1.23,1.93,3.6,0.42,93.83,-1.8,1.5,0,2.8,0.37,0.313,6.3,1.018,0.362,7.9,1.071,-2824.9,5.7,1.93,1.98,1.8,5.69,8.48,4.31,100,8286,93.81,2
04/26/2025 11:45:00 PM,0,0,0,0,112,0.95,1.38,3.4,0.42,93.83,-1.7,1.5,0,2.9,0.36,0.313,6.3,1.015,0.362,7.9,1.069,-2737.1,5.6,1.99,1.92,1.83,5.67,8.49,4.32,100,8286,93.81,2.1
04/26/2025 11:50:00 PM,0,0,0,0,120,1.14,1.78,3.1,0.42,93.83,-1.7,1.5,0,2.9,0.34,0.313,6.3,1.015,0.362,7.9,1.069,-2679.8,5.6,1.89,1.82,1.78,5.67,8.47,4.31,100,8284,93.82,2
04/26/2025 11:55:00 PM,0,0,0,0,121,0.76,1.08,2.9,0.42,93.84,-1.6,1.5,0,2.8,0.33,0.313,6.3,1.018,0.362,7.8,1.069,-2626.6,5.6,1.54,1.37,1.29,5.63,8.46,4.31,100,8282,93.82,1.9
04/27/2025 12:00:00 AM,0,0,0,0,74,0.35,0.8,2.6,0.418,93.85,-1.6,1.5,0,2.6,0.32,0.313,6.2,1.016,0.362,7.8,1.069,-2550.3,5.5,1.13,0.88,0.61,5.52,8.45,4.31,100,8286,93.83,1.6
04/27/2025 12:05:00 AM,0,0,0,0,32,0.82,1.04,2.1,0.404,93.84,-1.7,1.5,0,2.4,0.31,0.313,6.1,1.021,0.362,7.8,1.077,-2474,5.4,0.63,0.29,-0.08,5.37,8.44,4.32,100,8282,93.84,1.3
04/27/2025 12:10:00 AM,0,0,0,0,36,1.01,1.31,1.3,0.4,93.86,-1.7,1.5,0,2,0.27,0.313,5.9,1.024,0.362,7.7,1.067,-2458.1,5.3,0.09,-0.25,-0.54,5.22,8.43,4.31,100,8273,93.84,1
04/27/2025 12:15:00 AM,0,0,0,0,26,1.32,1.75,1,0.396,93.86,-1.7,1.5,0,1.6,0.26,0.313,5.8,1.022,0.362,7.7,1.069,-2401,5.2,-0.14,-0.39,-0.51,5.07,8.43,4.31,100,8273,93.85,0.7
04/27/2025 12:20:00 AM,0,0,0,0,24,1.03,1.44,1.1,0.4,93.87,-1.9,1.5,0,1.4,0.26,0.313,5.8,1.022,0.362,7.7,1.069,-2307.8,5.2,-0.11,-0.37,-0.38,5,8.39,4.32,100,8274,93.85,0.6
04/27/2025 12:25:00 AM,0,0,0,0,33,1.12,1.54,1.7,0.408,93.87,-1.8,1.5,0,1.3,0.28,0.313,5.8,1.022,0.362,7.7,1.069,-2298.2,5.2,0.05,-0.13,-0.09,5,8.4,4.32,100,8275,93.85,0.5
04/27/2025 12:30:00 AM,0,0,0,0,28,1.02,1.34,1.7,0.414,93.87,-1.8,1.4,0,1.3,0.28,0.313,5.8,1.015,0.362,7.6,1.067,-2259.9,5.2,0.35,0.09,0.18,5.02,8.4,4.31,100,8274,93.85,0.5
04/27/2025 12:35:00 AM,0,0,0,0,8,1.05,1.38,1.6,0.424,93.88,-1.9,1.5,0,1.2,0.26,0.313,5.8,1.022,0.362,7.6,1.067,-2220.7,5.2,0.38,0.14,0.31,5.03,8.37,4.33,100,8273,93.86,0.4
04/27/2025 12:40:00 AM,0,0,0,0,19,0.95,1.35,1.4,0.43,93.88,-1.7,1.4,0,1.3,0.25,0.313,5.8,1.015,0.362,7.6,1.064,-2160.2,5.2,0.4,0.2,0.36,5.05,8.36,4.33,100,8270,93.87,0.4
04/27/2025 12:45:00 AM,0,0,0,0,24,0.77,0.94,1.4,0.43,93.88,-1.7,1.5,0,1.2,0.25,0.313,5.8,1.012,0.362,7.5,1.065,-2073,5.2,0.32,0.18,0.31,5.03,8.36,4.32,100,8273,93.87,0.4
04/27/2025 12:50:00 AM,0,0,0,0,5,0.26,0.69,1.4,0.432,93.88,-1.8,1.5,0,1.2,0.24,0.313,5.7,1.015,0.362,7.5,1.067,-2070.6,5.2,0.34,0.18,0.3,5.01,8.35,4.33,100,8272,93.87,0.3
04/27/2025 12:55:00 AM,0,0,0,0,339,0.55,1.23,1.6,0.434,93.88,-1.8,1.5,0,1.1,0.25,0.313,5.7,1.017,0.362,7.5,1.06,-2007.2,5.1,0.45,0.19,0.34,5.01,8.35,4.33,100,8270,93.87,0.3
04/27/2025 01:00:00 AM,0,0,0,0,342,0.99,1.23,2,0.43,93.89,-1.8,1.5,0,1.1,0.28,0.313,5.7,1.01,0.363,7.4,1.065,-1959.7,5.1,0.49,0.27,0.39,5,8.33,4.35,100,8269,93.87,0.3
04/27/2025 01:05:00 AM,0,0,0,0,344,0.89,1.5,1.9,0.434,93.89,-1.9,1.4,0,1.3,0.27,0.313,5.6,1.011,0.363,7.4,1.067,-1935.1,5.1,0.53,0.32,0.43,4.97,8.32,4.35,100,8272,93.87,0.3
04/27/2025 01:10:00 AM,0,0,0,0,359,0.94,1.22,2,0.432,93.88,-1.9,1.4,0,1.3,0.27,0.313,5.6,1.01,0.363,7.4,1.065,-1927.5,5,0.57,0.38,0.46,4.95,8.32,4.34,100,8270,93.87,0.4
04/27/2025 01:15:00 AM,0,0,0,0,10,1.19,1.44,1.7,0.43,93.88,-1.7,1.4,0,1.4,0.26,0.313,5.6,1.015,0.363,7.4,1.058,-1891.5,5,0.52,0.37,0.45,4.94,8.3,4.33,100,8271,93.87,0.5
04/27/2025 01:20:00 AM,0,0,0,0,9,1.66,2.55,1.8,0.43,93.88,-1.8,1.4,0,1.3,0.27,0.313,5.6,1.015,0.363,7.3,1.067,-1855.2,5,0.58,0.39,0.44,4.9,8.3,4.33,100,8270,93.87,0.5
04/27/2025 01:25:00 AM,0,0,0,0,15,1.58,1.93,2,0.43,93.88,-1.7,1.5,0,1.4,0.27,0.313,5.6,1.01,0.363,7.3,1.065,-1804.2,4.9,0.8,0.68,0.61,4.86,8.27,4.33,100,8272,93.87,0.6
04/27/2025 01:30:00 AM,0,0,0,0,19,1.51,2.03,1.7,0.43,93.88,-1.8,1.4,0,1.5,0.26,0.313,5.5,1.02,0.363,7.3,1.065,-1787.3,4.9,0.88,0.75,0.68,4.84,8.28,4.35,100,8270,93.87,0.6
04/27/2025 01:35:00 AM,0,0,0,0,31,1.19,1.74,0.8,0.438,93.88,-1.8,1.4,0,1.4,0.21,0.313,5.5,1.018,0.363,7.3,1.065,-1757.9,4.9,0.63,0.42,0.46,4.83,8.27,4.35,100,8268,93.87,0.6
04/27/2025 01:40:00 AM,0,0,0,0,26,1.43,2.12,1,0.432,93.87,-1.7,1.5,0,1.1,0.22,0.313,5.5,1.018,0.363,7.2,1.053,-1717.9,4.9,0.33,0.21,0.28,4.78,8.27,4.35,100,8269,93.86,0.5
04/27/2025 01:45:00 AM,0,0,0,0,22,1.62,2.46,1.5,0.44,93.87,-1.8,1.5,0,1.1,0.24,0.313,5.5,1.018,0.363,7.2,1.058,-1679.2,4.8,0.54,0.42,0.45,4.76,8.25,4.35,100,8267,93.86,0.4
04/27/2025 01:50:00 AM,0,0,0,0,22,2.57,3.65,1.9,0.448,93.87,-2.1,1.2,0,1.2,0.25,0.313,5.5,1.02,0.363,7.2,1.055,-1653.8,4.8,0.94,0.85,0.8,4.75,8.25,4.35,100,8268,93.86,0.6
04/27/2025 01:55:00 AM,0,0,0,0,21,2.79,3.93,2,0.454,93.87,-2,1.2,0,1.3,0.25,0.313,5.5,1.018,0.363,7.2,1.068,-1646.2,4.8,1.39,1.3,1.24,4.77,8.23,4.35,100,8267,93.86,0.8
04/27/2025 02:00:00 AM,0,0,0,0,21,2.5,3.97,2.1,0.464,93.87,-2,1.4,0,1.5,0.25,0.313,5.5,1.015,0.363,7.1,1.056,-1625.5,4.8,1.63,1.54,1.5,4.8,8.23,4.35,100,8266,93.86,1
04/27/2025 02:05:00 AM,0,0,0,0,17,2.11,4.05,2,0.47,93.87,-1.6,1.5,0,1.6,0.23,0.313,5.5,1.015,0.363,7.1,1.065,-1594.8,4.8,1.65,1.53,1.5,4.83,8.21,4.34,100,8267,93.86,1.1
04/27/2025 02:10:00 AM,0,0,0,0,354,1.62,2.78,1.7,0.468,93.88,-1.9,1.1,0,1.7,0.22,0.313,5.5,1.013,0.363,7.1,1.063,-1559.2,4.8,1.5,1.35,1.37,4.84,8.2,4.35,100,8266,93.87,1.1
04/27/2025 02:15:00 AM,0,0,0,0,338,1.42,2.13,1.4,0.462,93.89,-1.7,1.5,0,1.6,0.22,0.313,5.5,1.013,0.363,7.1,1.068,-1533.5,4.8,1.17,1,1.07,4.81,8.2,4.36,100,8267,93.88,1.1
04/27/2025 02:20:00 AM,0,0,0,0,311,1.51,2.29,1.2,0.46,93.89,-1.7,1.5,0,1.5,0.21,0.313,5.4,1.016,0.363,7,1.066,-1531.1,4.7,0.86,0.7,0.74,4.77,8.18,4.35,100,8265,93.88,0.9
04/27/2025 02:25:00 AM,0,0,0,0,310,1.53,2.47,1.1,0.46,93.89,-1.8,1.5,0,1.3,0.2,0.313,5.4,1.013,0.363,7,1.056,-1502.8,4.7,0.74,0.57,0.62,4.71,8.18,4.36,100,8266,93.88,0.8
04/27/2025 02:30:00 AM,0,0,0,0,310,1.99,2.7,0.9,0.458,93.9,-1.6,1.3,0,1.2,0.19,0.313,5.4,1.015,0.363,7,1.063,-1465.2,4.6,0.62,0.44,0.53,4.63,8.16,4.35,100,8264,93.89,0.7
04/27/2025 02:35:00 AM,0,0,0,0,314,2.44,3.51,0.8,0.458,93.9,-1.6,1.5,0,1.1,0.19,0.313,5.3,1.015,0.363,7,1.061,-1446.4,4.6,0.57,0.38,0.49,4.59,8.16,4.35,100,8265,93.89,0.7
04/27/2025 02:40:00 AM,0,0,0,0,317,2.86,4.57,0.7,0.458,93.9,-2,1.5,0,0.9,0.18,0.313,5.3,1.016,0.363,6.9,1.066,-1433.5,4.6,0.48,0.32,0.42,4.56,8.14,4.36,100,8263,93.9,0.6
04/27/2025 02:45:00 AM,0,0,0,0,322,2.24,3.72,0.6,0.45,93.9,-1.8,1.3,0,0.8,0.19,0.313,5.3,1.014,0.363,6.9,1.066,-1406.4,4.5,0.39,0.21,0.32,4.51,8.13,4.36,100,8263,93.9,0.5
04/27/2025 02:50:00 AM,0,0,0,0,346,1.61,2.64,0.5,0.45,93.91,-1.8,1.5,0,0.7,0.18,0.313,5.3,1.016,0.363,6.9,1.063,-1383.9,4.5,0.18,0.02,0.13,4.46,8.13,4.37,100,8263,93.91,0.4
04/27/2025 02:55:00 AM,0,0,0,0,357,2.09,3.25,0.4,0.446,93.91,-1.8,1.5,0,0.6,0.18,0.313,5.2,1.019,0.363,6.9,1.066,-1362.7,4.4,-0.01,-0.19,-0.11,4.41,8.12,4.36,100,8263,93.9,0.3
04/27/2025 03:00:00 AM,0,0,0,0,14,2.6,5.1,0.3,0.432,93.91,-1.5,1.7,0,0.4,0.19,0.313,5.1,1.022,0.363,6.8,1.066,-1366.8,4.4,-0.13,-0.3,-0.24,4.36,8.11,4.37,100,8263,93.9,0.2
04/27/2025 03:05:00 AM,0,0,0,0,27,2.92,4.23,0.1,0.43,93.9,-1.8,1.8,0,0.4,0.18,0.313,5.1,1.022,0.363,6.8,1.064,-1348,4.3,-0.27,-0.38,-0.38,4.27,8.1,4.36,100,8263,93.9,0.1
04/27/2025 03:10:00 AM,0,0,0,0,30,3.05,4.67,-0.1,0.43,93.9,-1.9,1.3,0,0.2,0.18,0.313,5,1.022,0.363,6.8,1.066,-1314.6,4.2,-0.44,-0.52,-0.54,4.17,8.08,4.37,100,8262,93.89,-0.1
04/27/2025 03:15:00 AM,0,0,0,0,36,3.1,5.25,-0.2,0.428,93.9,-1.6,1.7,0,0,0.17,0.313,4.9,1.022,0.363,6.8,1.066,-1309.8,4.2,-0.58,-0.66,-0.7,4.08,8.09,4.36,100,8262,93.89,-0.2
04/27/2025 03:20:00 AM,0,0,0,0,42,3.38,5.11,-0.4,0.424,93.9,-2,1.5,0,-0.2,0.17,0.313,4.9,1.025,0.363,6.7,1.064,-1319.5,4.1,-0.71,-0.78,-0.84,3.99,8.08,4.36,100,8260,93.89,-0.3
04/27/2025 03:25:00 AM,0,0,0,0,41,3.16,5.37,-0.5,0.42,93.89,-1.8,1.4,0,-0.3,0.17,0.313,4.8,1.025,0.363,6.7,1.061,-1292.1,4,-0.88,-0.99,-1.01,3.91,8.06,4.36,100,8262,93.89,-0.5
04/27/2025 03:30:00 AM,0,0,0,0,39,3.14,5.09,-0.7,0.42,93.9,-1.5,1.8,0,-0.5,0.16,0.313,4.7,1.025,0.363,6.7,1.061,-1270.9,3.9,-1.08,-1.17,-1.21,3.84,8.04,4.38,100,8261,93.9,-0.6
04/27/2025 03:35:00 AM,0,0,0,0,32,2.96,4.25,-0.8,0.42,93.9,-1.9,1.8,0,-0.6,0.16,0.313,4.6,1.025,0.363,6.6,1.066,-1258.6,3.9,-1.25,-1.36,-1.42,3.73,8.03,4.38,100,8262,93.9,-0.8
04/27/2025 03:40:00 AM,0,0,0,0,37,2.83,4.41,-1,0.42,93.9,-1.5,1.7,0,-0.8,0.15,0.313,4.5,1.028,0.363,6.6,1.064,-1241.1,3.8,-1.43,-1.53,-1.64,3.63,8.03,4.38,100,8257,93.9,-1
04/27/2025 03:45:00 AM,0,0,0,0,39,3.32,5.25,-1,0.418,93.9,-2.1,1.4,0,-1,0.15,0.313,4.5,1.033,0.363,6.6,1.066,-1216.5,3.7,-1.55,-1.66,-1.74,3.54,8.01,4.37,100,8259,93.9,-1.2
04/27/2025 03:50:00 AM,0,0,0,0,25,3.22,4.84,-1.2,0.42,93.9,-2,1.1,0,-1.1,0.14,0.313,4.4,1.034,0.363,6.5,1.064,-1207.8,3.6,-1.64,-1.78,-1.88,3.45,8.01,4.37,100,8259,93.9,-1.4
04/27/2025 03:55:00 AM,0,0,0,0,25,3.34,6.03,-1.2,0.42,93.9,-1.6,1.3,0,-1.2,0.14,0.313,4.3,1.034,0.363,6.5,1.064,-1201.1,3.5,-1.79,-1.88,-2.01,3.37,8.01,4.38,100,8259,93.9,-1.5
04/27/2025 04:00:00 AM,0,0,0,0,31,3.04,5.57,-1.3,0.414,93.91,-1.5,1.8,0,-1.3,0.14,0.313,4.3,1.034,0.363,6.5,1.062,-1177.6,3.5,-1.87,-1.98,-2.09,3.3,7.98,4.37,100,8257,93.91,-1.6
04/27/2025 04:05:00 AM,0,0,0,0,39,2.95,4.25,-1.4,0.418,93.92,-1.9,1.3,0,-1.4,0.14,0.314,4.2,1.034,0.363,6.5,1.064,-1166.3,3.4,-2,-2.07,-2.18,3.19,7.99,4.37,100,8259,93.91,-1.8
04/27/2025 04:10:00 AM,0,0,0,0,41,3.27,4.91,-1.3,0.416,93.91,-1.1,1.6,0,-1.5,0.14,0.314,4.1,1.034,0.363,6.4,1.059,-1143.7,3.3,-2.03,-2.09,-2.21,3.13,7.95,4.38,100,8256,93.91,-1.8
04/27/2025 04:15:00 AM,0,0,0,0,49,2.99,5.26,-1.3,0.42,93.92,-1.9,1.5,0,-1.6,0.14,0.314,4.1,1.03,0.363,6.4,1.062,-1134.7,3.2,-2,-2.05,-2.17,3.05,7.96,4.37,100,8254,93.92,-1.9
04/27/2025 04:20:00 AM,0,0,0,0,48,3.31,5.27,-1.3,0.42,93.93,-2.4,1.4,0,-1.6,0.13,0.314,4,1.035,0.363,6.4,1.062,-1123.8,3.2,-1.92,-1.98,-2.09,3.01,7.95,4.38,100,8254,93.93,-2
04/27/2025 04:25:00 AM,0,0,0,0,48,3.55,5.41,-1.3,0.42,93.93,-1.8,1.4,0,-1.6,0.14,0.314,4,1.032,0.363,6.3,1.065,-1107.9,3.1,-1.81,-1.89,-1.97,2.98,7.94,4.38,100,8254,93.93,-2
04/27/2025 04:30:00 AM,0,0,0,0,41,3.32,4.88,-1.5,0.418,93.93,-2.1,1.6,0,-1.6,0.13,0.314,3.9,1.028,0.364,6.3,1.06,-1107.4,3.1,-1.89,-2.01,-2.05,2.96,7.93,4.39,100,8251,93.93,-2
04/27/2025 04:35:00 AM,0,0,0,0,39,3.63,5.62,-1.7,0.416,93.93,-2.4,1.4,0,-1.7,0.12,0.314,3.9,1.03,0.364,6.3,1.06,-1097.7,3.1,-2.11,-2.2,-2.26,2.93,7.91,4.4,100,8251,93.92,-2.1
